game_id,novelty_play,play_seq,recent_similar_game_id,recent_similar_play_seq
NYA202504010,6,"K, 31, K, K, K, 5",LAN201705230,"K, 31, K, K, K, HR"
SDN202504010,6,"BB, 5, K, K, BB, 56(1)",NYA195604210,"BB, 5, K, K, BB, SB2"
SEA202504010,5,"8, 2B, K, 1B, 1B",NYA202408240,"8, 2B, K, 1B, K"
SLN202504010,6,"K, 3, K, 1B, 7, 7",KCA201408100,"K, 3, K, 1B, 7, SB2"
TBA202504010,6,"K, 7, K, 1B, BB, 8",CLE200509160,"K, 7, K, 1B, BB, K"
TOR202504010,5,"K, K, 43, 1B, 14(1)3",WAS202404210,"K, K, 43, 1B, SB2"
ATH202504020,6,"1B, BB, 7, K, K, 8",CHN202405230,"1B, BB, 7, K, K, K"
BAL202504020,5,"K, 5, 7, K, 9",CHA202408290,"K, 5, 7, K, 8"
CHA202504020,4,"53, 8, HR, 23",CIN202206210,"53, 8, HR, 1B"
CIN202504020,5,"8, BB, K, 9, 9",SDN202305210,"8, BB, K, 9, BB"
HOU202504020,5,"K, BB, HR, 63, K",CHA201806170,"K, BB, HR, 63, 9"
LAN202504020,5,"63, BB, 7, BB, E5",TEX199907210,"63, BB, 7, BB, 8"
MIA202504020,5,"K, 1B, 2B, 4, 5",CHN197209120,"K, 1B, 2B, 4, BB"
MIL202504020,5,"9, 7, 63, K, HR",BAL202409220,"9, 7, 63, K, K"
NYA202504020,4,"BB, 5, HR, K",CLE201204250,"BB, 5, HR, 1B"
PHI202504020,5,"53, K, K, 8, 43",MIA202306220,"53, K, K, 8, K"
SDN202504020,5,"9, 1B, K, 1B, 5",CLE202207130,"9, 1B, K, 1B, 9"
SEA202504020,4,"8, 2B, 53, 8",PHI202308100,"8, 2B, 53, BB"
SLN202504020,5,"8, K, HR, K, 5",PIT202408230,"8, K, HR, K, 2"
TBA202504020,6,"8, 3, 1B, SB2, BB, K",BSN194806220,"8, 3, 1B, SB2, BB, 31"
TOR202504020,5,"9, 2, 1B, 3, 8",MIN196908310,"9, 2, 1B, 3, 7"
BAL202504030,6,"K, BB, HR, K, K, HR",WAS201804140,"K, BB, HR, K, K, 53"
MIL202504030,5,"BB, K, 9, K, 9",CHN202407030,"BB, K, 9, K, 43"
MIN202504030,5,"K, K, K, 3B, 63",CHN201905110,"K, K, K, 3B, FC;O"
NYA202504030,5,"K, 5, K, 2B, BB",SLN201506260,"K, 5, K, 2B, 43"
PHI202504030,4,"8, E5, K, 43",SDN200005220,"8, E5, K, 64(1)"
ANA202504040,5,"63, HR, 9, 1B, K",NYA198306270,"63, HR, 9, 1B, 53"
ATL202504040,4,"31, K, 63, 2B",PHI202406180,"31, K, 63, 53"
BOS202504040,6,"31, K, 3, 1B, SB2, BB",MON199205110,"31, K, 3, 1B, SB2, 1B"
CHN202504040,5,"53, 31, K, 1B, 8",BOS199908160,"53, 31, K, 1B, 14(1)3"
COL202504040,6,"K, K, 1B, 1B, 1B, 13",TEX202306030,"K, K, 1B, 1B, 1B, BB"
DET202504040,4,"2B, K, 1, 8",KCA200905200,"2B, K, 1, BB"
KCA202504040,5,"6, 1B, 8, 9, 9",LAN197207220,"6, 1B, 8, 9, K"
MIL202504040,5,"8, K, K, 8, E5",BAL202409210,"8, K, K, 8, 8"
NYN202504040,5,"53, 53, K, 2B, 4",LAN197204230,"53, 53, K, 2B, BB"
PHI202504040,5,"7, 43, K, 7, 2B",SLN201705210,"7, 43, K, 7, BB"
PIT202504040,6,"1B, BB, K, K, 7, 9",PIT196507290,"1B, BB, K, K, 7, 1B"
SFN202504040,5,"3, HR, 1B, K, 43",NYN201906150,"3, HR, 1B, K, SB2"
TEX202504040,6,"K, K, BB, 9, 9, 13",PIT201205110,"K, K, BB, 9, 9, K"
WAS202504040,5,"3, 2B, K, 1B, HR",SLN202309160,"3, 2B, K, 1B, 8"
ANA202504050,5,"13, 43, HR, 7, 3",CIN198908150,"13, 43, HR, 7, 31"
ATL202504050,5,"2B, 7, BB, HR, BB",BAL199707160,"2B, 7, BB, HR, 2B"
CHN202504050,5,"K, 2B, 3, BB, 43",ATL200606050,"K, 2B, 3, BB, 3"
COL202504050,5,"8, K, K, 53, 5",WAS202304300,"8, K, K, 53, 31"
DET202504050,6,"K, BB, 1B, 2B, K, 63",HOU201108150,"K, BB, 1B, 2B, K, K"
KCA202504050,6,"63, 53, K, 7, 9, K",LAN200005220,"63, 53, K, 7, 9, HR"
MIL202504050,5,"1B, CS2, 7, BB, 2B",SDN200110060,"1B, CS2, 7, BB, 6(1)"
MIN202504050,5,"HR, 6, 9, K, 6",ATL201508240,"HR, 6, 9, K, 63"
NYN202504050,6,"7, K, BB, 1B, K, 2B",KCA200104210,"7, K, BB, 1B, K, 5"
PHI202504050,3,"K, 1B, 24(1)",MIA202504020,"K, 1B, 2B"
PIT202504050,4,"9, K, 4, 31",NYA202408210,"9, K, 4, 1B"
SFN202504050,6,"1B, K, SB2, K, 43, 7",WAS201509200,"1B, K, SB2, K, 43, 1"
TEX202504050,4,"3, 9, 1B, 63",CHA202207240,"3, 9, 1B, 1B"
WAS202504050,5,"63, 9, 7, K, 2B",ARI201104300,"63, 9, 7, K, K"
ANA202504060,4,"3, BB, BB, SB3",TEX202306290,"3, BB, BB, K"
BOS202504061,5,"BB, 46(1)3, K, 53, 63",HOU200510160,"BB, 46(1)3, K, 53, 8"
BOS202504062,4,"43, 2B, 2B, BB",CIN202008310,"43, 2B, 2B, K"
CHN202504060,5,"BB, 1B, BB, K, HBP",BAL202105150,"BB, 1B, BB, K, PB"
COL202504060,5,"7, 1B, 7, HR, K",WS2197008110,"7, 1B, 7, HR, 43"
DET202504060,5,"1B, BB, 36(1), 1B, SF8",ANA200809080,"1B, BB, 36(1), 1B, K"
KCA202504060,5,"K, 1B, 64(1), K, 9",ARI202308080,"K, 1B, 64(1), K, 53"
MIL202504060,5,"6, 3, 1B, CS2, 43",NYA192306090,"6, 3, 1B, CS2, 7"
MIN202504060,5,"1B, 1B, SF7, 1B, 23",CHN201807212,"1B, 1B, SF7, 1B, 34(1)1"
NYN202504060,5,"13, 43, 63, 1B, 56(1)3",BOS200308190,"13, 43, 63, 1B, BB"
PHI202504060,6,"K, K, 1B, HR, 1B, 43",MIL202109200,"K, K, 1B, HR, 1B, 64(1)"
PIT202504060,5,"K, 1B, K, SB2, 2B",CHN202408050,"K, 1B, K, SB2, K"
SFN202504060,5,"63, HR, 2B, K, HBP",SLN199709140,"63, HR, 2B, K, 1B"
TEX202504060,5,"43, 63, 8, 8, 8",NYN197707080,"43, 63, 8, 8, BB"
WAS202504060,5,"3B, SF8, K, BB, K",MIL197105130,"3B, SF8, K, BB, CS2"
ARI202504070,5,"K, 7, HR, 63, 13",KCA199705170,"K, 7, HR, 63, 9"
ATH202504070,4,"8, 2B, 2B, HR",SEA201809090,"8, 2B, 2B, 53"
BOS202504070,5,"8, K, BB, BB, XI",TEX201607080,"8, K, BB, BB, K"
CHN202504070,6,"K, K, BB, 1B, 3, 7",SDN201405090,"K, K, BB, 1B, 3, 43"
DET202504070,5,"BB, 9, 8, 1B, 8",FLO199906082,"BB, 9, 8, 1B, BB"
KCA202504070,5,"K, 31, 63, 2B, 9",BOS199105080,"K, 31, 63, 2B, 1B"
NYN202504070,4,"1B, BB, 64(1), CS2",MIL202108260,"1B, BB, 64(1), SF8"
PIT202504070,5,"3, K, 1B, 8, 53",COL202304090,"3, K, 1B, 8, 9"
SEA202504070,5,"63, 53, BB, K, 9",ARI201108090,"63, 53, BB, K, 13"
SFN202504070,6,"8, K, 1B, 63, 8, 8",OAK199309040,"8, K, 1B, 63, 8, 1B"
WAS202504070,6,"1B, 64(1)3, K, BB, SB2, 53",TOR199207310,"1B, 64(1)3, K, BB, SB2, 1B"
ARI202504080,5,"43, BB, 1B, HBP, 1B",MON199004170,"43, BB, 1B, HBP, 7(B)74(2)"
ATH202504080,5,"7, 9, HR, 1B, 2B",OAK197704120,"7, 9, HR, 1B, E3"
ATL202504080,7,"K, K, 1B, 1B, 1B, K, 43",ANA201907140,"K, K, 1B, 1B, 1B, K, 8"
BOS202504080,6,"1B, 43, K, BB, 1B, K",SLN198207200,"1B, 43, K, BB, 1B, 1B"
CHN202504080,4,"7, 6, K, 4",PHI202304220,"7, 6, K, K"
CLE202504080,5,"8, BB, CS2, BB, 7",CHN198408250,"8, BB, CS2, BB, K"
COL202504080,5,"53, K, 63, 53, 8",CAL196609230,"53, K, 63, 53, 31"
DET202504080,7,"1B, 1B, K, 13, K, K, 6",ARI201606270,"1B, 1B, K, 13, K, K, 43"
KCA202504080,5,"K, K, 63, 63, 63",ANA202408160,"K, K, 63, 63, K"
NYN202504080,5,"1B, 6, K, BB, BB",ANA201807120,"1B, 6, K, BB, 1B"
PIT202504080,5,"43, K, 63, K, 63",BOS202304300,"43, K, 63, K, 9"
SEA202504080,6,"63, 1B, 9, K, 9, 8",CIN196309200,"63, 1B, 9, K, 9, 1B"
SFN202504080,5,"43, K, 43, BB, 543",NYA198108120,"43, K, 43, BB, SB2"
TBA202504080,6,"9, 13, 53, 13, 1B, K",DET194904190,"9, 13, 53, 13, 1B, 54(1)3"
WAS202504080,6,"K, 1B, 7, 3, 1B, HR",CHA199608140,"K, 1B, 7, 3, 1B, 3"
ARI202504090,6,"9, K, 7, 1B, 1B, K",SEA198207050,"9, K, 7, 1B, 1B, 2B"
ATH202504090,5,"7, 2B, 1B, K, SB2",SLN202408220,"7, 2B, 1B, K, 53"
ATL202504090,6,"K, K, BB, K, 13, K",HOU200306040,"K, K, BB, K, 13, 3"
BOS202504090,6,"63, 1B, 1B, 1B, 43, 8",CAL197705130,"63, 1B, 1B, 1B, 43, 7"
CHN202504090,4,"7, HR, 8, 3",SEA201906230,"7, HR, 8, BB"
CLE202504090,4,"43, BB, FC;NO, 6",NYA191108040,"43, BB, FC;NO, 64(1)3"
COL202504090,4,"53, K, 13, 6",WAS201508270,"53, K, 13, 8"
DET202504090,7,"K, K, K, 53, K, 1B, 4(1)",HOU200409290,"K, K, K, 53, K, 1B, 7"
KCA202504090,4,"K, HBP, 46(1)3, K",HOU199906150,"K, HBP, 46(1)3, 7"
NYN202504090,6,"BB, BB, K, K, 1B, K",OAK202104070,"BB, BB, K, K, 1B, BB"
PIT202504090,4,"31, 8, 1B, 53",SEA202405120,"31, 8, 1B, K"
SEA202504090,5,"53, 7, 8, K, 9",PIT200407021,"53, 7, 8, K, 8"
SFN202504090,5,"3, K, 43, 8, 41",OAK200807250,"3, K, 43, 8, 2B"
TBA202504090,7,"9, 1B, BB, BB, K, K, 1B",SDN200806270,"9, 1B, BB, BB, K, K, 9"
WAS202504090,5,"1B, BB, 3B, HR, K",SFN199104230,"1B, BB, 3B, HR, 43"
ATL202504100,6,"9, K, 7, K, BB, 2B",SLN201709100,"9, K, 7, K, BB, 1B"
BOS202504100,5,"1B, K, 1B, 64(1)3, K",PHI202405060,"1B, K, 1B, 64(1)3, 13"
CLE202504100,4,"1B, 13, K, WP",MIL202309130,"1B, 13, K, 43"
COL202504100,4,"7, 9, 63, HR",LAN202110120,"7, 9, 63, 8"
KCA202504100,5,"K, 2B, 63, 53, 7",OAK201210110,"K, 2B, 63, 53, K"
TBA202504100,5,"HR, 4, 8, K, 63",TOR201308120,"HR, 4, 8, K, 7"
ARI202504110,5,"13, 3, 9, 9, 1B",SFN197208170,"13, 3, 9, 9, 2B"
ATH202504110,7,"K, K, 1B, 63, K, K, 43",LAN202010010,"K, K, 1B, 63, K, K, 9"
CHA202504110,3,"3, 6, HBP",KCA202409210,"3, 6, HR"
CIN202504110,3,"BB, K, 14(1)3",MIL202504030,"BB, K, 9"
CLE202504110,4,"43, BB, BB, 31",CLE201909210,"43, BB, BB, 8"
HOU202504110,7,"K, 31, K, 3, 53, K, 43",PHI195009190,"K, 31, K, 3, 53, K, 53"
LAN202504110,6,"K, K, 9, 3, BB, 8",MIL202107230,"K, K, 9, 3, BB, 1B"
MIA202504110,5,"K, 2B, BB, K, 4",OAK202408040,"K, 2B, BB, K, 2B"
MIN202504110,6,"9, 8, 13, K, 63, BB",MIN201605010,"9, 8, 13, K, 63, 1B"
NYA202504110,5,"2B, BB, HR, BB, BB",SDN199508120,"2B, BB, HR, BB, 36(1)3"
SDN202504110,5,"K, 2B, 63, K, 9",SDN201907300,"K, 2B, 63, K, HR"
SEA202504110,5,"53, BB, 1B, 8, BB",CLE191409150,"53, BB, 1B, 8, 7"
SLN202504110,5,"43, 63, BB, 1B, SB3",SLN201905070,"43, 63, BB, 1B, 5(2)"
TBA202504110,6,"K, 1B, BB, 1B, BB, K",ARI201104090,"K, 1B, BB, 1B, BB, SF8"
ARI202504120,5,"43, 6, K, 1B, BB",NYA200804070,"43, 6, K, 1B, 54(1)"
ATH202504120,4,"1B, 56(1), K, 6",CIN202405240,"1B, 56(1), K, 7"
BAL202504120,4,"2B, 2B, 13, 1B",CHN200704090,"2B, 2B, 13, 53"
CHA202504120,5,"BB, K, 54(1)3, 63, K",CIN200908030,"BB, K, 54(1)3, 63, 9"
CIN202504120,7,"K, 9, 9, 53, K, K, 53",SLN202206280,"K, 9, 9, 53, K, K, 1B"
CLE202504120,7,"9, BB, K, SB2, K, 1B, 6",DET196005180,"9, BB, K, SB2, K, 1B, CS2"
HOU202504120,6,"1B, 2B, 1B, K, 9, 63",BAL198805130,"1B, 2B, 1B, K, 9, 7"
LAN202504120,5,"31, 8, 63, 1B, 7",OAK198209070,"31, 8, 63, 1B, PO1"
MIA202504120,4,"BB, 6(1)3, 43, 7",CHN200805280,"BB, 6(1)3, 43, 1B"
MIN202504120,6,"BB, 1B, SF9, K, 7, BB",SEA200709120,"BB, 1B, SF9, K, 7, 43"
NYA202504120,6,"K, 43, BB, 5, 63, 1B",CHN200905140,"K, 43, BB, 5, 63, BB"
SDN202504120,4,"9, 63, 7, HR",SLN202206290,"9, 63, 7, 5"
SEA202504120,9,"BB, 1B, 1B, 1B, 9, K, K, 53, 43",CHA200806280,"BB, 1B, 1B, 1B, 9, K, K, 53, 1B"
SLN202504120,5,"9, 8, 1B, BB, 2B",NYA202304190,"9, 8, 1B, BB, 8"
TBA202504120,6,"1B, SB2, K, K, K, 6",HOU202308180,"1B, SB2, K, K, K, 43"
ARI202504130,5,"1B, 9, 8, HR, 1B",MIL201005140,"1B, 9, 8, HR, 9"
ATH202504130,4,"BB, FC;NO, 64(1)3, 53",PIT199508182,"BB, FC;NO, 64(1)3, 4"
BAL202504130,6,"8, K, K, 1B, K, 1B",CHA202306040,"8, K, K, 1B, K, K"
CHA202504130,6,"43, K, 1B, 3, K, K",SEA198706040,"43, K, 1B, 3, K, 1B"
CIN202504130,5,"K, 2B, BB, 9, SB2",SFN202407271,"K, 2B, BB, 9, K"
CLE202504130,6,"1B, 1B, BB, 64(1)3, 43, 4",SLN196709220,"1B, 1B, BB, 64(1)3, 43, 6"
HOU202504130,5,"HR, 1B, 8, K, K",TEX200609020,"HR, 1B, 8, K, SB2"
LAN202504130,5,"7, 3, K, K, K",SFN202305060,"7, 3, K, K, 63"
MIA202504130,5,"8, BB, SB2, 1B, BB",HOU202008252,"8, BB, SB2, 1B, 7"
MIN202504130,5,"9, 2B, K, 13, K",SDN197907010,"9, 2B, K, 13, HBP"
NYA202504130,5,"K, 9, 8, 13, 2B",CLE200308280,"K, 9, 8, 13, E7"
SDN202504130,6,"9, 8, K, K, 1B, BB",CIN202108030,"9, 8, K, K, 1B, 54(1)3"
SEA202504130,5,"K, 1B, WP, 3, BB",SDN197904140,"K, 1B, WP, 3, 1B"
SLN202504130,6,"8, 8, BB, K, 53, 43",WAS200705130,"8, 8, BB, K, 53, 9"
TBA202504130,5,"K, K, 4, HR, 7",CAL199507220,"K, K, 4, HR, K"
LAN202504140,5,"8, E5, 9, K, 1B",SFN200807200,"8, E5, 9, K, 7"
MIL202504140,5,"K, BB, 2B, 7, 2B",TEX200108210,"K, BB, 2B, 7, 43"
MIN202504140,6,"2B, K, BB, K, 63, K",CLE195108300,"2B, K, BB, K, 63, 1B"
NYA202504140,5,"BB, 3, BB, K, 7",NYN200808190,"BB, 3, BB, K, 8"
PHI202504140,5,"7, 1B, PO1, K, 1B",CIN201209250,"7, 1B, PO1, K, 3"
PIT202504140,4,"53, HBP, K, E1",CHN201909200,"53, HBP, K, 3"
SDN202504140,5,"6, K, 9, 5, 1B",CLE197909070,"6, K, 9, 5, 13"
SLN202504140,6,"53, 9, K, 43, 43, 4",SLN200107240,"53, 9, K, 43, 43, 43"
TBA202504140,5,"7, K, 53, HR, 5",CHA199007280,"7, K, 53, HR, 4"
TOR202504140,5,"5, 63, BB, HR, 8",SLN200507160,"5, 63, BB, HR, 2B"
BAL202504150,5,"7, 7, 9, 3, K",SFN196006180,"7, 7, 9, 3, BB"
CHA202504150,5,"1B, 1B, HR, 13, 7",TOR198506080,"1B, 1B, HR, 13, K"
CIN202504150,7,"HR, BB, K, 8, 43, 9, 2",TEX197704220,"HR, BB, K, 8, 43, 9, 53"
LAN202504150,4,"8, BB, 4, 9",MIN202408091,"8, BB, 4, K"
MIA202504150,5,"5, K, BB, 1B, 7",PHI201309110,"5, K, BB, 1B, 13"
MIL202504150,5,"63, 63, K, BB, 6(1)",BOS202404180,"63, 63, K, BB, SB2"
MIN202504150,5,"43, 7, HR, 8, 7",LAN202305130,"43, 7, HR, 8, 63"
NYA202504150,5,"53, 53, 7, 13, 1B",WS1194006120,"53, 53, 7, 13, 1"
PHI202504150,5,"7, 9, 31, 1B, 7",TOR198905260,"7, 9, 31, 1B, 4"
PIT202504150,4,"HR, K, BB, 13",HOU202409190,"HR, K, BB, 1B"
SDN202504150,5,"63, 5, 8, 63, 8",CLE201405060,"63, 5, 8, 63, 2B"
SLN202504150,6,"K, 53, 3, BB, 9, 7",BAL197506100,"K, 53, 3, BB, 9, 43"
TBA202504150,4,"6, 2B, WP, 1B",CHA199907060,"6, 2B, WP, BB"
TEX202504150,5,"9, 63, K, 8, 43",MIN199008280,"9, 63, K, 8, K"
TOR202504150,4,"9, HR, 7, K",SDN200507160,"9, HR, 7, 7"
BAL202504160,5,"7, 5, 9, 43, 6",SFN198106020,"7, 5, 9, 43, 53"
CHA202504160,5,"31, 1B, 8, BB, 9",NY1195108280,"31, 1B, 8, BB, K"
CIN202504160,3,"E6, WP, 5",NYA201408060,"E6, WP, 43"
LAN202504160,6,"1B, K, K, 2B, 1B, K",CHN200607020,"1B, K, K, 2B, 1B, 6"
MIA202504160,7,"K, K, K, 1B, K, BB, K",SFN202109010,"K, K, K, 1B, K, BB, 54(1)3"
MIL202504160,3,"BB, 14(1)3, BB",ARI202406150,"BB, 14(1)3, K"
MIN202504160,5,"43, K, 2, K, 7",NYA201909190,"43, K, 2, K, BB"
NYA202504160,6,"7, 1B, BB, 1B, 9, K",WAS200504260,"7, 1B, BB, 1B, 9, 5"
PHI202504160,6,"63, 2B, 1B, 1B, BB, K",CIN196706112,"63, 2B, 1B, 1B, BB, 54(1)3"
PIT202504160,6,"7, 1B, CS2, K, K, K",NYN199006100,"7, 1B, CS2, K, K, 8"
SDN202504160,5,"9, 43, 1B, K, 53",CIN200206230,"9, 43, 1B, K, 7"
SLN202504160,5,"1B, 1B, 43, K, 9",HOU201708200,"1B, 1B, 43, K, 1B"
TBA202504160,6,"3, BB, K, K, BB, 9",PHI202305090,"3, BB, K, K, BB, 54(1)3"
TEX202504160,4,"K, 31, K, E6",HOU202504110,"K, 31, K, 3"
TOR202504160,7,"K, K, K, K, K, 2B, 9",NYN202008070,"K, K, K, K, K, 2B, K"
BAL202504170,5,"K, 31, 43, K, HR",LAN199406150,"K, 31, 43, K, 8"
CHA202504170,4,"2B, 2B, 63, 53",MIA201209020,"2B, 2B, 63, 6"
CIN202504170,5,"K, 9, BB, K, 6",MIL202307060,"K, 9, BB, K, 43"
DET202504170,5,"1B, BB, 9, 9, K",ATL200705010,"1B, BB, 9, 9, 8"
MIA202504170,3,"K;B-1, SB2, SB3",KCA200409100,"K;B-1, SB2, K"
NYN202504170,5,"63, BB, 46(1), SB2, BB",SDN198310020,"63, BB, 46(1), SB2, PO2"
PHI202504170,8,"K, K, 2B, 1B, K, 1B, 1B, BB",PIT202309130,"K, K, 2B, 1B, K, 1B, 1B, 2B"
PIT202504170,6,"K, K, 8, HR, 43, BB",DET201609120,"K, K, 8, HR, 43, 63"
TBA202504170,6,"1B, 1B, 1B, 3, K, 6",ANA200407290,"1B, 1B, 1B, 3, K, BB"
TEX202504170,5,"2B, 9, K, 1B, K",COL201506060,"2B, 9, K, 1B, 1B"
